glyph_sha256,bopomofo,source_font,source_gid,verification,notes
8e07d83952925ad4379ab114e7c5cf0eff9dc83c1ab9bfda856f8f2b6338ec6f,ㄅㄤ,DFYuanChuIn-Bd-BPMW-BF,14325,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #5; occurrences=2; pages=17; runtime SHA-256 exact-only
5edc1bfd8b08691fedcc63bc57965d1e44be20f90cf2d1589ffa623e7cd098c1,ㄉㄠˋ,DFYuanChuIn-Bd-BPMW-BF,14529,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,"v4.2 remaining whole-glyph contact #6; occurrences=2; pages=17,38; runtime SHA-256 exact-only"
710ca173a8eae83a223a8b49ebd1a912897aed5b6dfaacf24b822b0db1682782,ㄊㄨㄥ,DFYuanChuIn-Bd-BPMW-BF,14644,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,"v4.2 remaining whole-glyph contact #7; occurrences=2; pages=33,38; runtime SHA-256 exact-only"
969e5729d1800cae5bee66e9e2582439ebe73fc8bf8dc7632c663f85c95cac21,ㄋㄧˇ,DFYuanChuIn-Bd-BPMW-BF,14681,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,"v4.2 remaining whole-glyph contact #8; occurrences=2; pages=17,36; runtime SHA-256 exact-only"
8a21935319a1661797e060f7a2d21e7b97375e12bb8e2fa5b27ef67c1d644058,ㄎㄞ,DFYuanChuIn-Bd-BPMW-BF,14868,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,"v4.2 remaining whole-glyph contact #9; occurrences=2; pages=28,38; runtime SHA-256 exact-only"
0270cefa348f4d2f5a17baa45f1d5f7c488b5a309139d1a0cd3436956f6c336f,ㄏㄜˊ,DFYuanChuIn-Bd-BPMW-BF,14919,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,"v4.2 remaining whole-glyph contact #10; occurrences=2; pages=38,39; runtime SHA-256 exact-only"
2bdf589d63f871f3ed1f899613021d2417448df7ef61de27917cea316e4323e0,ㄑㄧㄥˊ,DFYuanChuIn-Bd-BPMW-BF,15063,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #11; occurrences=2; pages=38; runtime SHA-256 exact-only
8fc4cbcab117968af312cb75b0f54f93c77b528c4e48cb7ec9c755bbca924e53,ㄑㄧㄥˇ,DFYuanChuIn-Bd-BPMW-BF,15065,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #12; occurrences=2; pages=17; runtime SHA-256 exact-only
69e23f1a7b9f400401a3a2b4f305fb9031d8df130d2f9bc2394c451b7e9a8aa0,ㄒㄧㄣ,DFYuanChuIn-Bd-BPMW-BF,15104,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #13; occurrences=2; pages=28; runtime SHA-256 exact-only
936d2d1df2dc5710d817ab01c002e2d609a2973c4bd19078b1998a7d917a47b0,ㄕㄣ,DFYuanChuIn-Bd-BPMW-BF,15293,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #14; occurrences=2; pages=38; runtime SHA-256 exact-only
479ee5bddb5d3d6bf21b0902adc564dc898fd17e4c5842652895bee820057003,ㄕㄥ,DFYuanChuIn-Bd-BPMW-BF,15301,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,"v4.2 remaining whole-glyph contact #15; occurrences=2; pages=17,28; runtime SHA-256 exact-only"
1b1dc3a546b6e542915bd887b0198a7815c54cd23eb64f03a1e592c4093a4b63,ㄗㄨˊ,DFYuanChuIn-Bd-BPMW-BF,15393,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,"v4.2 remaining whole-glyph contact #16; occurrences=2; pages=17,18; runtime SHA-256 exact-only"
5f5ab28f356bd10cab234147f5bd08c0b290859d7789ad3c0aa5eb49a640d327,ㄞˋ,DFYuanChuIn-Bd-BPMW-BF,14181,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #17; occurrences=1; pages=17; runtime SHA-256 exact-only
23847b789aa23bf95b25d07c713e3636bd32691478ed69634f03880416a5c993,ㄧㄚˋ,DFYuanChuIn-Bd-BPMW-BF,14214,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #18; occurrences=1; pages=28; runtime SHA-256 exact-only
e9f6fa9843de718ea62b66d081f143432517ce34bc5c0c7ee89e895bfc36e3f6,ㄧㄢˋ,DFYuanChuIn-Bd-BPMW-BF,14232,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #19; occurrences=1; pages=28; runtime SHA-256 exact-only
c8fc2cfec560795ea813d61e69496b2cadbc89cd3bfc90af8819fcc98b93507d,ㄧㄣˇ,DFYuanChuIn-Bd-BPMW-BF,14237,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #20; occurrences=1; pages=17; runtime SHA-256 exact-only
19ee1ee3ea441a1e77e5bd47914c5cab6fe5df1aea1ebd629703122ddb39228b,ㄧㄤˇ,DFYuanChuIn-Bd-BPMW-BF,14241,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #21; occurrences=1; pages=18; runtime SHA-256 exact-only
b32e0bf5bb3f5d1a4d29f9611000ca9c364174b1fb5786812f795a292f25f0f2,ㄨㄞˋ,DFYuanChuIn-Bd-BPMW-BF,14258,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #22; occurrences=1; pages=38; runtime SHA-256 exact-only
8227e05c7f3a798a7c74698a7e0ed5f5e205b50cf368aebc3da5c6e8ff22f7fe,ㄩㄣˋ,DFYuanChuIn-Bd-BPMW-BF,14292,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #23; occurrences=1; pages=17; runtime SHA-256 exact-only
624d37c1588b3adfcec7cd43515d47de28f558a8862601213c3d63a8f4b3edba,ㄅㄠ,DFYuanChuIn-Bd-BPMW-BF,14315,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #24; occurrences=1; pages=21; runtime SHA-256 exact-only
2b4acc2025bcf536dd5980e685a7372fe41491c974417016d17b9fedbc70942d,ㄅㄣˇ,DFYuanChuIn-Bd-BPMW-BF,14324,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #25; occurrences=1; pages=38; runtime SHA-256 exact-only
835aad0d857ffdfd477673e9b52ebeb44cc538f149e00fe9f3552323feb64922,ㄆㄧㄝˇ,DFYuanChuIn-Bd-BPMW-BF,14398,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #26; occurrences=1; pages=38; runtime SHA-256 exact-only
cfa4c7bd3a29adcf7b430cfc0f0f4d0a66bd4f037000d975393cb41f2c380cc7,ㄇㄧㄠˋ,DFYuanChuIn-Bd-BPMW-BF,14465,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #27; occurrences=1; pages=39; runtime SHA-256 exact-only
34f9d9c403d89ff24095f8ecb62ac9261c25698e41706dfa994d43761205f5f4,ㄇㄧㄢˊ,DFYuanChuIn-Bd-BPMW-BF,14469,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #28; occurrences=1; pages=17; runtime SHA-256 exact-only
413b95b2f895750f7600d464abf49e3be2f09211738cf916c311efd6e97406dd,ㄈㄚˇ,DFYuanChuIn-Bd-BPMW-BF,14483,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #29; occurrences=1; pages=33; runtime SHA-256 exact-only
fe6fbbe82af7cc0280a28b17d14308b9abb40e9ae703e6ff6b9a1eaa8d55fe01,ㄈㄢˇ,DFYuanChuIn-Bd-BPMW-BF,14497,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #30; occurrences=1; pages=31; runtime SHA-256 exact-only
0c44dc20b61bacfa0094135f5af1bd817912586c46cd638077b2386999b8837d,ㄈㄣ,DFYuanChuIn-Bd-BPMW-BF,14498,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #31; occurrences=1; pages=17; runtime SHA-256 exact-only
66c22cb5dc4b71f9fa1b658e386532bf6dcc2107fab1f8c7dc93df08c8d887d6,ㄈㄤ,DFYuanChuIn-Bd-BPMW-BF,14502,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #32; occurrences=1; pages=33; runtime SHA-256 exact-only
303883bbfb46b3f90f27ad2bddbe5c2682167024383efc4490eeed65370831bb,ㄈㄤˋ,DFYuanChuIn-Bd-BPMW-BF,14504,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #33; occurrences=1; pages=38; runtime SHA-256 exact-only
a62b63d1b05da13be86ba548cc02f7aa96e942276bb6339596720056f41cb92e,ㄉㄚˋ,DFYuanChuIn-Bd-BPMW-BF,14519,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #34; occurrences=1; pages=21; runtime SHA-256 exact-only
384b1720eee78142c381086adebe50a9e2178794ae8ae1758bd3ab8767b5f789,ㄉㄨㄟˋ,DFYuanChuIn-Bd-BPMW-BF,14569,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #35; occurrences=1; pages=38; runtime SHA-256 exact-only
05985c8b778ae80c28a6666f858b96aeaf9c0e203c5fcb0564e750b147df17d4,ㄉㄨㄥˋ,DFYuanChuIn-Bd-BPMW-BF,14577,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #36; occurrences=1; pages=17; runtime SHA-256 exact-only
7aa730d57472b831c91e067e047e739217df6f8b934a431244a7f6c59dc91252,ㄊㄠˇ,DFYuanChuIn-Bd-BPMW-BF,14590,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #37; occurrences=1; pages=28; runtime SHA-256 exact-only
fa00b5bb06c63ea78b8720172c10d18521a6047c54beac4df9237a2a2ebf9d3b,ㄊㄨㄥˊ,DFYuanChuIn-Bd-BPMW-BF,14645,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #38; occurrences=1; pages=17; runtime SHA-256 exact-only
b8e7ce64d9973fcf10a7383d5ee447ece33535f891741d4ec4bfac89eda42d92,ㄊㄨㄥˋ,DFYuanChuIn-Bd-BPMW-BF,14646,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #39; occurrences=1; pages=28; runtime SHA-256 exact-only
f40bb1204ba9ff4e912c772da0fbf3e54dce886844735e7f7a9019d6a7296517,ㄋㄥˊ,DFYuanChuIn-Bd-BPMW-BF,14677,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #40; occurrences=1; pages=17; runtime SHA-256 exact-only
772333a3b9e7df965df95190d888168aa68e8670de551ff1f00ad32c29b048b9,ㄌㄥˇ,DFYuanChuIn-Bd-BPMW-BF,14744,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #41; occurrences=1; pages=38; runtime SHA-256 exact-only
8e7fe39987f462906ce35ed5edbe6b70adfcce521f67da98155e85e30966c381,ㄌㄧˊ,DFYuanChuIn-Bd-BPMW-BF,14746,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #42; occurrences=1; pages=38; runtime SHA-256 exact-only
74724a2d0b602afa93401894c44f93639a7c94b9e52a663977bddc99c2d57f2d,ㄌㄨˋ,DFYuanChuIn-Bd-BPMW-BF,14776,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #43; occurrences=1; pages=17; runtime SHA-256 exact-only
0872a8f1378ea6247f84dd68eae316c4c0997d59eae62d2dbc5868c8719e06ee,ㄌㄩˋ,DFYuanChuIn-Bd-BPMW-BF,14793,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #44; occurrences=1; pages=17; runtime SHA-256 exact-only
3f2209d99b12b7af6c931c59acc4379bb9ca1571e5248872f070be1f91712fde,ㄍㄨㄛˇ,DFYuanChuIn-Bd-BPMW-BF,14843,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #45; occurrences=1; pages=36; runtime SHA-256 exact-only
587c9f3664ce62f92f1d2f4d1f037bc4db9f683bc21500af6cb2fc18de3f15d1,ㄍㄨㄟ,DFYuanChuIn-Bd-BPMW-BF,14847,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #46; occurrences=1; pages=17; runtime SHA-256 exact-only
55d519fdcd5a68b671985e6fd8c1aad04ebd2e91d5960695bf182f59c3a7a128,ㄏㄠˇ,DFYuanChuIn-Bd-BPMW-BF,14930,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #47; occurrences=1; pages=17; runtime SHA-256 exact-only
c8c62e9134ac1f482c3610f04ed02e1c78549ce1d8d672628db7e99174104a17,ㄏㄨㄛˋ,DFYuanChuIn-Bd-BPMW-BF,14960,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #48; occurrences=1; pages=38; runtime SHA-256 exact-only
2acce7ab2069ec4e7e05bc203c46186781cb42c714cda923b621bb8a91186216,ㄐㄧㄚ,DFYuanChuIn-Bd-BPMW-BF,14988,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #49; occurrences=1; pages=38; runtime SHA-256 exact-only
75a0e6663da79589ce8fa69ec7417c6da576ec43226015a3d9e90daf64eaca10,ㄐㄧㄝˇ,DFYuanChuIn-Bd-BPMW-BF,14995,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #50; occurrences=1; pages=39; runtime SHA-256 exact-only
40aae246290c4c47214bb3a20a1938a85e12b3004194ca1a525cd29395f609bc,ㄐㄧㄣˇ,DFYuanChuIn-Bd-BPMW-BF,15008,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #51; occurrences=1; pages=28; runtime SHA-256 exact-only
f7d0bbf67e48a8caf32758f584c74facebffb5cc539313263af57784827b7d80,ㄐㄧㄥ,DFYuanChuIn-Bd-BPMW-BF,15012,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #52; occurrences=1; pages=28; runtime SHA-256 exact-only
0582ae5afd3a8ed727c47a26369b1350bc474775dcad67986dee0784cef8027a,ㄐㄧㄥˋ,DFYuanChuIn-Bd-BPMW-BF,15013,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #53; occurrences=1; pages=38; runtime SHA-256 exact-only
bfe3939805ef0997aa8aad7ae2d9bd9744b10d8cefb1dd6fedff1486f56c4a09,ㄑㄧㄡˊ,DFYuanChuIn-Bd-BPMW-BF,15048,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #54; occurrences=1; pages=38; runtime SHA-256 exact-only
5817b8772b7a55ef8b15aa2b7c48ccb9406edc835e0b41bfc874b2495f1be4d4,ㄒㄧㄝˊ,DFYuanChuIn-Bd-BPMW-BF,15090,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #55; occurrences=1; pages=38; runtime SHA-256 exact-only
7af37de527ffc724cd2d7afaea2dd478b1aab6bfae75bef70450b20f12a97ab1,ㄒㄧㄤˇ,DFYuanChuIn-Bd-BPMW-BF,15111,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #56; occurrences=1; pages=17; runtime SHA-256 exact-only
80539b65c8736fb8dba302dfbe4e3cc0fcd81f42a88ce3a287f36733e5c2bc50,ㄒㄩˋ,DFYuanChuIn-Bd-BPMW-BF,15118,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #57; occurrences=1; pages=38; runtime SHA-256 exact-only
8b2e1472374883916500ad8dd233f925b49c96e90b260c15180a87e6872ded01,ㄒㄩㄝˊ,DFYuanChuIn-Bd-BPMW-BF,15121,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #58; occurrences=1; pages=17; runtime SHA-256 exact-only
81d8d12101a0fe7b656f3ba64f87b2ef7bb15045031e93cbef4b117e546ed519,ㄒㄩㄣˊ,DFYuanChuIn-Bd-BPMW-BF,15129,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #59; occurrences=1; pages=38; runtime SHA-256 exact-only
23dbc399dff1c4989f97bb1e86820088da09728791a5cd13ebcb4aa277375745,ㄓㄢˋ,DFYuanChuIn-Bd-BPMW-BF,15161,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #60; occurrences=1; pages=21; runtime SHA-256 exact-only
9f05c97ff7e09ec3958517b4ff8653703c5655fde5122c2bc819868bfee435a6,ㄓㄣ,DFYuanChuIn-Bd-BPMW-BF,15163,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #61; occurrences=1; pages=38; runtime SHA-256 exact-only
3d1d8a4f3dae8a72082c21f132c4457b4b1bb5f3b4b6093bce24afef4c67325b,ㄓㄨㄥˋ,DFYuanChuIn-Bd-BPMW-BF,15196,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #62; occurrences=1; pages=21; runtime SHA-256 exact-only
31e36a0c79cf556eae8b341d86317079a010770be45d2bfc0f558edd26ae2758,ㄔ,DFYuanChuIn-Bd-BPMW-BF,15198,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #63; occurrences=1; pages=17; runtime SHA-256 exact-only
bcade047d92b07eb9e7c4c7ce72221b49de91c83ec00867949748fc43d4cbfd4,ㄔㄤˇ,DFYuanChuIn-Bd-BPMW-BF,15231,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #64; occurrences=1; pages=38; runtime SHA-256 exact-only
e0f7d5c92fac6903799ff433adb8f758ea0ac354d768f29bf4f3762007101b50,ㄔㄨㄥ,DFYuanChuIn-Bd-BPMW-BF,15261,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #65; occurrences=1; pages=17; runtime SHA-256 exact-only
7818401a1dacc7d3fbdb2e63003e7fcf3fe5cb8286c484e49e12a21d321faa31,ㄕㄡˇ,DFYuanChuIn-Bd-BPMW-BF,15289,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #66; occurrences=1; pages=17; runtime SHA-256 exact-only
8eae8782df27cdaf6bdbf277852328648e5e2084d21264966d1d594d2309e966,ㄕㄨㄟˋ,DFYuanChuIn-Bd-BPMW-BF,15317,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #67; occurrences=1; pages=17; runtime SHA-256 exact-only
5587c0a43c209a553f31f44a9b1ab6621d5a1649fd87b755870ad552f6d92528,ㄖㄣˊ,DFYuanChuIn-Bd-BPMW-BF,15337,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #68; occurrences=1; pages=38; runtime SHA-256 exact-only
896e2d489d034c58bfe2fd7ac458b869ba79d54e10910b63213e9a70ffa1aa74,ㄖㄨˊ,DFYuanChuIn-Bd-BPMW-BF,15346,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #69; occurrences=1; pages=36; runtime SHA-256 exact-only
5614d0084bd63df5cd20a99f2e5f907cb4e9a034c624a2a4d21b778f01d51093,ㄗㄨㄛˋ,DFYuanChuIn-Bd-BPMW-BF,15398,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #70; occurrences=1; pages=21; runtime SHA-256 exact-only
02a88cdee3d4bfca8a53b8bbf2226d9aba9a106a47e89c50d36a9975a0e6193f,ㄙㄢ,DFYuanChuIn-Bd-BPMW-BF,15478,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #71; occurrences=1; pages=39; runtime SHA-256 exact-only
a2bb5ed6c32ce5b4db6c2ef750894567ce5dbdf7419b8f2a71c8c67cab38bf7c,ㄙㄨㄥ,DFYuanChuIn-Bd-BPMW-BF,15503,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #72; occurrences=1; pages=38; runtime SHA-256 exact-only
f0d8b7732694527ba49604e6ecafd55bc36bb340de5008cae231f2d63ef1a09a,ㄔㄨㄥˊ,n@dW5@,15219,v4.2 三上剩餘 whole-glyph：只檢視 isolated TrueType 注音元件輪廓直接讀取注音與聲調；中文字/頁面詞境/字典不作 primary 判定。,v4.2 remaining whole-glyph contact #73; occurrences=1; pages=138; runtime SHA-256 exact-only
