style_group,signature,bopomofo_symbol,contact_sheet_row,occurrence_count,verification,notes
BIAOKAI_W5,40d36885493c3e7a4e85c9d66506d5cd50bab23c,ㄑ,141,1,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #18; offline distance/hint not used as truth; runtime exact-only; v3.5 audit correction contact #18
BIAOKAI_W5,40e6a5d09874b21db7b26f4599fa486f125c2831,ㄝ,142,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #19; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,48969b6f73f7e833e03bae389fe4d1f9473df4aa,ㄎ,143,3,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #20; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,4fceab8e5c1a120bc0a21b29295a29e7dffdd567,ㄠ,144,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #21; offline distance/hint not used as truth; runtime exact-only; v3.5 audit correction contact #21
BIAOKAI_W5,50ab29d8a32f73b63cc70f77a2f7e646ca00c9c9,ㄛ,145,3,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #22; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,5505ad4793d11445b1d3eab7513a583d4bd3b16e,ㄠ,146,4,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #23; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,55bb2ae95f99a48171e65cba2553245ad933aa3e,ㄥ,147,6,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #24; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,57ad62ca5b8f8be65f5afe90634633cbfe4581b3,ㄞ,148,7,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #25; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,5da93b6fe5661916a0da39d8b0419668e98bc797,ㄚ,149,4,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #26; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,63cc98bde917b37da0ddc5f0e864a04ad835c8a8,ㄠ,151,1,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #28; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,74d457b0c43f32a3a729d2f932a5f980ad4e2ca2,ㄙ,153,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #30; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,7a2e65b53a5fac7f0f781406b25037adacefe618,ㄏ,154,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #31; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,7cb5355b7d8fdca35a87846a9608cb2b3a42859b,ㄤ,155,4,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #32; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,7e69cdceae0e129c1680a025b1ad0ed0e56d8e32,ㄚ,156,1,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #33; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,86ed5a2cb395b1ea8092bf40efc7c69591d81836,ㄍ,159,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #36; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,938f7dee9aa8fc3dd9e0d969764e208e06dc145b,ㄏ,161,3,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #38; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,940a2df90429b1837f5ec51cbcc51e0bacc222a8,ㄟ,162,6,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #39; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,9f5ad28da71c6d0e7434a1e17f33dac615f0206d,ㄌ,164,6,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #41; offline distance/hint not used as truth; runtime exact-only; v3.5 audit correction contact #41
BIAOKAI_W5,a041d1848a71b1f60db6cdf7a166be4181d1e04e,ㄩ,165,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #42; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,a12589008d91368bacfca838f567663ed9d83f41,ㄡ,166,3,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #43; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,a1efe137649a3c508a662c60cc7ba67547d81045,ㄝ,167,1,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #44; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,a4023003c72d9c4cd3c1cab1c7a9024b2764835d,ㄊ,168,4,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #45; offline distance/hint not used as truth; runtime exact-only; v3.5 audit correction contact #45
BIAOKAI_W5,a4de8aefe8553ee2e11515919dcdbb820c8352f3,ㄩ,169,4,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #46; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,a9a53466a8017c1270f0adad6ac99f0ebe8258cb,ㄥ,170,3,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #47; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,a9d1b76239faf11b04eaaaf8064284ba1e97c93a,ㄘ,171,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #48; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,ae42ace52303f89155e84170036e09c829e03e97,ㄓ,173,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #50; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,aedb29393793fa9037f7c3c91299a78bd3aa6534,ㄗ,174,1,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #51; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,b011a70baa8ad691ed8d4d1f89007587685b92d9,ㄓ,175,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #52; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,c1979187661e3756b580bab595c201a2e114e1ee,ㄡ,177,4,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #54; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,c30e65b874c98571277c2e38ff46359846bf534e,ㄅ,178,1,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #55; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,c4815050c41914a72b8e65d652aaa1ae5cdc3261,ㄒ,179,1,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #56; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,c9092d262c98f96810730d43d3180c54ceff76a0,ㄆ,180,5,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #57; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,c919d9248839fdfba145610e93904526788114b4,ㄛ,181,1,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #58; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,d0ef1cb36ca724393fc5ae2dbdc72e52df85ef75,ㄖ,182,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #59; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,d19bf4c5eb83fd33e9dc885f837a110875956bc5,ㄔ,183,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #60; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,d4aba4a420997ce159c13c911110311729566700,ㄣ,184,5,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #61; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,d700d460b815d9816a79c035a6589c0b5df006f8,ㄐ,185,5,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #62; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,df95caf088d6c2dca2d9943886fec47ae8e9ed79,ㄗ,187,3,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #64; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,e870e67b074ca3bf103886dfa0f575062039597f,ㄅ,188,6,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #65; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,ed113814d2ea92483614f1c4cda67f4451660740,ㄑ,189,5,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #66; offline distance/hint not used as truth; runtime exact-only; v3.5 audit correction contact #66
BIAOKAI_W5,efbd9d3b5a46cf419a7f01f463997debcf356856,ㄌ,190,5,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #67; offline distance/hint not used as truth; runtime exact-only; v3.5 audit correction contact #67
BIAOKAI_W5,f1dc57b47e071a6583bc09a8da5bbe9a16644295,ㄩ,191,5,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #68; offline distance/hint not used as truth; runtime exact-only; v3.5 audit correction contact #68
BIAOKAI_W5,f277c4a8db6f4959fac3b60871b6a21f6db00962,ㄗ,192,2,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #69; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,f39c6520bae2f7ebdaee5d01fd2513cc87672d25,ㄎ,193,1,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #70; offline distance/hint not used as truth; runtime exact-only
BIAOKAI_W5,fb215a708ada94458e8b7872d2b239b7413dd809,ㄔ,194,3,v3.5 盲測：直接檢視 isolated CFF 注音符號輪廓並對照注音符號參考表；不使用中文字、詞境或預期注音；執行期仍只接受 exact signature。,v3.5 isolated-glyph verification; original blind-test contact index #71; offline distance/hint not used as truth; runtime exact-only
KAICHU_MD,04d00752b3b0e59f18b73cf136b0f389350338a1,ㄈ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,1f358b76c74eb8434b588ee5eb1f458b65261728,ㄤ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,54d4d21efe661f6e23eca810b6d8cf031622ddee,ㄒ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,0e48c9f6fc5db7e39ed97418ffe1518c7e5e9fdf,ㄩ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,8df8e53662713080d6e2caf1540074466370c2b1,ㄝ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,60951584214afdf518162eee6bcbd47948b44b15,ㄌ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,c4ad3b3a6cc79e1bdc16c6af79aeb903aa4b8143,ㄜ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,169adc3dc797d93261d010de4215d2b4f7855fc3,ㄗ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,42062a2501f58006f3ef50ea933962649a50cd3a,ㄡ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,17879f18684d177be0f3813886667798c792cbd0,ㄨ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,a7d6a5c10a7222c407daec257b23704db60f4722,ㄕ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,d1cb6599648497162179a97cd98634b4db4e5929,ㄨ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,df2c34eba6f345238f600f02ced67dc4b9c6af54,ㄣ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,0493f8803eed75824f715db7fc1520b8a12c6e74,ㄉ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,0432fcbe4c8009f4c3b6af943eae2d49f340ea1a,ㄠ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,78680f68b5033d543bae4ae5c3a05a7727d62a4c,ㄓ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,6b7a5380d0f5ce7cbf506feaeca72ee7e0f5aac7,ㄣ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,8320b416644e7f6fdcb33848e2a53b7255513b6c,ㄕ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,3292f87445f34b5f6db288a8a9e45a0f606a2b87,ㄨ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,00aff89d7a5ba7d2f4d32f5211361a7169521ffc,ㄉ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,b8f6c0623aab8feafa4afd24be07fea8dc0d4b27,ㄧ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,aa41780d1dcd11a373bcd6408fab464c25570449,ㄤ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,65a84c435df6a58b53ad24e9858a2cde3b33d185,ㄑ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,4c23273732851af8c2b25c2c32c028870f590457,ㄧ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,eda3302ac642592c9118fda3adcb308041ba0648,ㄚ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,17ea539d9a621f9c212904930a7b913ef1820241,ㄢ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,46c65b7b0d08c156cb691e989c54e313cca43264,ㄩ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,a7b4cb33a73b667627c6ebb7054af1d16043d879,ㄢ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,56c323fc64821742b9636b85e54e5cfc9269e503,ㄞ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,91dec3002dfe514d7754049ca0f35e06ad42aa74,ㄅ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,04274696750d7d92953231e0f35246934a116b96,ㄢ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,8b67697cb21aae128c5d36a664abff7c0c8aa89d,ㄟ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,a381c665503a5706d239c8ac99e69b7f17c26b21,ㄐ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,a3c41f981ce443d55cdcd0c1489520fcfbf4c877,ㄧ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,21631c701abb69797f4d2dbe669dc1efebda6388,ㄓ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,f8b5ce6e2a747dbbf34fcf24aec710210782feda,ㄎ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,6b959ff689765a42bcfa097a8ff5731c8092a4af,ㄢ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,48052b1e0905dde1e1e7c1c8488da22120db065f,ㄐ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
KAICHU_MD,b9005cc500fbe53e72c7acdc46d8bf93f7635edc,ㄢ,,,v4.3 CFF 新家族：Unicode 多字型候選＋逐格直接視覺核驗,康軒 DFKaiChuIn；僅以注音 glyph 形狀判定，不使用中文字/詞義/句境反填。0fcb... 經直接視覺核驗由候選ㄒ修正為ㄗ。
