outline_signature,bopomofo,source_count,source_examples,verification,notes
d1fbe80f6b8f84e0012017ba0c66cc56d7497630,ㄔㄤˋ,2,DFPBiaoKai-W5-ZhuIn-BFW@xref1064#15187; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15187,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
717d00125eefb2201fceb5b725433a7460027207,ㄔㄥ,3,DFPBiaoKai-W5-ZhuIn-BFW@xref2206#15189; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15189; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#15189,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
c3fa8996210ff5ec363ec52b02d4e7b1bbd8f332,ㄔㄥ,1,DFPYuanW5-ZhuIn-BFW@xref2450#15190,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
82a59804cf2bd404f1bb20e2977ae6351e5a5931,ㄔㄥˊ,9,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15190; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15190; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#15190; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#15190; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15190; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15190; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15190; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#15190; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15190,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
87da8f08e273d437378679ada27df4807181811b,ㄔㄥˊ,9,DFPYuanW5-ZhuIn-BFW@xref1349#15191; DFPYuanW5-ZhuIn-BFW@xref1770#15191; DFPYuanW5-ZhuIn-BFW@xref2450#15191; DFPYuanW5-ZhuIn-BFW@xref2835#15191; DFPYuanW5-ZhuIn-BFW@xref3546#15191; DFPYuanW5-ZhuIn-BFW@xref372#15191; DFPYuanW5-ZhuIn-BFW@xref4603#15191; DFPYuanW5-ZhuIn-BFW@xref5574#15191; DFPYuanW5-ZhuIn-BFW@xref952#15191,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
3b04bf61590f5eae514916a28de9880254d7be1f,ㄔㄨ,1,DFPWaWa-W5-ZhuIn-BFW@xref49#15193,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
842a2b147adba6d0f8c6f006523de1cf2d01c9da,ㄔㄨ,5,DFPYuanW5-ZhuIn-BFW@xref1349#15194; DFPYuanW5-ZhuIn-BFW@xref3391#15194; DFPYuanW5-ZhuIn-BFW@xref3546#15194; DFPYuanW5-ZhuIn-BFW@xref372#15194; DFPYuanW5-ZhuIn-BFW@xref4603#15194,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
ea9f0c1ac38b7f64f5cf15d0f4bfdbf647425985,ㄔㄨ,10,DFPBiaoKai-W5-ZhuIn-BFW@xref1064#15193; DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15193; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15193; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#15193; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15193; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15193; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15193; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#15193; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#15193; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15193,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
12996d83edb4ab9e312d86f509340ed1b9237f5c,ㄔㄨˇ,1,DFPYuanW5-PoIn1-BFW@xref1368#15197,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
cbd385d8eaa33802b2441a56a77134c7d55454ab,ㄔㄨˇ,5,DFPBiaoKai-W5-ZhuIn-BFW@xref1064#15196; DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15196; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15196; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15196; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15196,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
82b8051c066481ae8d44092824bb7507cdb684bd,ㄔㄨˊ,1,DFPYuanW5-ZhuIn-BFW@xref2835#15195,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
c6f1e1cd12b01cbf3b1363ffd9318cdc90befcaa,ㄔㄨˊ,3,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15194; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#15194; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15194,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
965294bcc14be21cee3a8738685966166cdaaeca,ㄔㄨˋ,2,DFPYuanW5-ZhuIn-BFW@xref1422#15196; DFPYuanW5-ZhuIn-BFW@xref1770#15196,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
cca4c998ed684e4465eb88fca1adbab434f8b072,ㄔㄨˋ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref2206#15195,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
b1b90b7ed71ccc76e8f2c4810e8266dea84c55ea,ㄔㄨㄢ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref308#15207,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
1ab604447b58bae4db7bfacbc73537903c4d41ab,ㄔㄨㄢˊ,5,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15208; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15208; DFPBiaoKai-W5-ZhuIn-BFW@xref3372#15208; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15208; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#15208,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
522fc52f931547a4847660b386347b732ef07872,ㄔㄨㄢˊ,5,DFPYuanW5-ZhuIn-BFW@xref1349#15209; DFPYuanW5-ZhuIn-BFW@xref1770#15209; DFPYuanW5-ZhuIn-BFW@xref3391#15209; DFPYuanW5-ZhuIn-BFW@xref3546#15209; DFPYuanW5-ZhuIn-BFW@xref4603#15209,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
5d1ca526033d1c2c61ff7abe73b1ab8ce95b16d4,ㄔㄨㄢˋ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref5004#15209,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
85c984b8775143d3bd9f2ce7658f45263bc6618d,ㄔㄨㄣ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15211,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
f7a78de0ada6c516239885b2c1b8fdea0205ed40,ㄔㄨㄣˇ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15213,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
5b501bf32b6526862dae79be6a40d9219f50a468,ㄔㄨㄤˇ,2,DFPBiaoKai-W5-ZhuIn-BFW@xref308#15217; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15217,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
51e08516fa6671fc88c50209faf08ad61481bf24,ㄔㄨㄤˋ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref5004#15216,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
5704d00a2a7490b21a3f3a71a812b92b2da96633,ㄔㄨㄥ,4,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15218; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#15218; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15218; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15218,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
c2bbb2d948295995030536104ba6d289b6a6a5e3,ㄔㄨㄥ,3,DFPYuanW5-ZhuIn-BFW@xref1349#15219; DFPYuanW5-ZhuIn-BFW@xref1770#15219; DFPYuanW5-ZhuIn-BFW@xref2835#15219,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
375df66810275decc68a9d116325ee38df447248,ㄔㄨㄥˊ,3,DFPYuanW5-PoIn1-BFW@xref4610#15220; DFPYuanW5-PoIn1-BFW@xref5581#15220; DFPYuanW5-ZhuIn-BFW@xref2450#15220,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
7289a71b88be2e1b50fd0d9beb2079916179af84,ㄔㄨㄥˊ,2,DFHeiPoIn1-Bd-BPMW-BF@xref4416#15262; DFHeiPoIn1-Bd-BPMW-BF@xref5411#15262,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
782befd4166f1ba6716ea6b735fd47f0f7ab5f34,ㄕ,7,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15222; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#15222; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#15222; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15222; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15222; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15222; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15222,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
f391ad8918d623a156db91f38261f050cc41228d,ㄕ,4,DFPYuanW5-ZhuIn-BFW@xref1422#15223; DFPYuanW5-ZhuIn-BFW@xref372#15223; DFPYuanW5-ZhuIn-BFW@xref4603#15223; DFPYuanW5-ZhuIn-BFW@xref5574#15223,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
68e624a471a188ea910a9686770e45b702618959,ㄕˇ,4,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15226; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#15226; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15226; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15226,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
eebf34add100725415205b68a094b82880b58166,ㄕˇ,4,DFPYuanW5-ZhuIn-BFW@xref1349#15227; DFPYuanW5-ZhuIn-BFW@xref1770#15227; DFPYuanW5-ZhuIn-BFW@xref3546#15227; DFPYuanW5-ZhuIn-BFW@xref952#15227,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
2b072cdacabf2c23fe0dd42656b36d17fec6e601,ㄕˊ,13,DFPBiaoKai-W5-ZhuIn-BFW@xref1064#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref2038#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref3372#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#15224; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15224,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
4ba8dc481dd575660e5ec5a35adccd2ad900d7af,ㄕˊ,10,DFPYuanW5-ZhuIn-BFW@xref1349#15225; DFPYuanW5-ZhuIn-BFW@xref1422#15225; DFPYuanW5-ZhuIn-BFW@xref1770#15225; DFPYuanW5-ZhuIn-BFW@xref2835#15225; DFPYuanW5-ZhuIn-BFW@xref3546#15225; DFPYuanW5-ZhuIn-BFW@xref372#15225; DFPYuanW5-ZhuIn-BFW@xref4603#15225; DFPYuanW5-ZhuIn-BFW@xref5159#15225; DFPYuanW5-ZhuIn-BFW@xref5574#15225; DFPYuanW5-ZhuIn-BFW@xref952#15225,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
17e8dd8e10481274e684d57519a25629195b1b1d,ㄕˋ,12,DFPYuanW5-ZhuIn-BFW@xref1349#15226; DFPYuanW5-ZhuIn-BFW@xref1422#15226; DFPYuanW5-ZhuIn-BFW@xref1770#15226; DFPYuanW5-ZhuIn-BFW@xref2450#15226; DFPYuanW5-ZhuIn-BFW@xref2835#15226; DFPYuanW5-ZhuIn-BFW@xref3391#15226; DFPYuanW5-ZhuIn-BFW@xref3546#15226; DFPYuanW5-ZhuIn-BFW@xref372#15226; DFPYuanW5-ZhuIn-BFW@xref4603#15226; DFPYuanW5-ZhuIn-BFW@xref5159#15226; DFPYuanW5-ZhuIn-BFW@xref5574#15226; DFPYuanW5-ZhuIn-BFW@xref952#15226,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
a52fd38465e4a91c946b408d93f327f8ea72d760,ㄕˋ,11,DFPBiaoKai-W5-ZhuIn-BFW@xref1064#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#15225; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15225,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
281ace9f8d4d7f5bd22ec2254258bd72351da947,ㄕㄜˋ,5,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15233; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15233; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15233; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15233; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15233,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
257f00086704e05e57465130559e2a1969979f15,ㄕㄞˋ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref308#15236,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
03efeff5c9cca2f6ed44f81984beeba64ef40c9d,ㄕㄟˊ,4,DFPYuanW5-ZhuIn-BFW@xref2450#15239; DFPYuanW5-ZhuIn-BFW@xref372#15239; DFPYuanW5-ZhuIn-BFW@xref4603#15239; DFPYuanW5-ZhuIn-BFW@xref5574#15239,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
a18a9f678f90eed85f6831cdb33c7b3e67883397,ㄕㄟˊ,3,DFPBiaoKai-W5-ZhuIn-BFW@xref308#15238; DFPBiaoKai-W5-ZhuIn-BFW@xref3372#15238; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#15238,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
51b5d12ef0f2a075f39bfa4d87a11959f53ba9f9,ㄕㄠ,1,DFPYuanW5-ZhuIn-BFW@xref1349#15240,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
95b7d2e76afb31d4330415df5ef993c68f9bd101,ㄕㄠ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15239,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
dab012be2674624ce9b3fa63df1f1c83311fd120,ㄕㄠˇ,4,DFPYuanW5-ZhuIn-BFW@xref1349#15243; DFPYuanW5-ZhuIn-BFW@xref1770#15243; DFPYuanW5-ZhuIn-BFW@xref372#15243; DFPYuanW5-ZhuIn-BFW@xref4603#15243,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
e49c3f1b1a0ce656ffd32ffc90929847cbc2784a,ㄕㄠˇ,4,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15242; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15242; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15242; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#15242,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
25493c7cb64ccbf7613178dfe578387934baf593,ㄕㄠˋ,1,DFPYuanW5-ZhuIn-BFW@xref2835#15242,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
93488fddaea00d5d52739f44f92c3968ed8827f8,ㄕㄠˋ,3,DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15241; DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15241; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#15241,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
03b9787038448ba61bcf9fd92cd954f3d99e3ad2,ㄕㄡ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref308#15243,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
05938269b86aa3290e8f324af4e661d00c2567bf,ㄕㄡ,1,DFPYuanW5-ZhuIn-BFW@xref1770#15244,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
212c22dd74ec2ce15d2e79ec731916bae02fa0dc,ㄕㄡˇ,11,DFPBiaoKai-W5-ZhuIn-BFW@xref1064#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref1279#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref2206#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref2802#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref308#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref3276#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref3372#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref4404#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref5004#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref5643#15246; DFPBiaoKai-W5-ZhuIn-BFW@xref846#15246,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
3aceea7e5f9fa7298a1661707162b17732fa38cd,ㄕㄡˇ,9,DFPYuanW5-ZhuIn-BFW@xref1349#15247; DFPYuanW5-ZhuIn-BFW@xref1422#15247; DFPYuanW5-ZhuIn-BFW@xref2450#15247; DFPYuanW5-ZhuIn-BFW@xref3391#15247; DFPYuanW5-ZhuIn-BFW@xref3546#15247; DFPYuanW5-ZhuIn-BFW@xref4603#15247; DFPYuanW5-ZhuIn-BFW@xref5159#15247; DFPYuanW5-ZhuIn-BFW@xref5574#15247; DFPYuanW5-ZhuIn-BFW@xref952#15247,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
56ee4e503cc64fe60a009698fbee7513db699cf2,ㄕㄡˊ,2,DFPYuanW5-ZhuIn-BFW@xref1349#15245; DFPYuanW5-ZhuIn-BFW@xref1422#15245,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
67c277537b09664c9a6e78429fb5a211685bdd59,ㄕㄡˊ,1,DFPBiaoKai-W5-ZhuIn-BFW@xref1731#15284,v3.7：由 v3.6 已解碼 TTF 注音元件的實際 glyf 輪廓建立；相同正規化輪廓 signature 僅在所有來源讀音一致時啟用。,執行期 exact normalized outline signature only；不使用中文字、詞義、句境或字典預期音；signature 衝突即不納入。
