font,zhuyin_component_id,bopomofo,verification,notes
YenRoundZuinnEG-Md,15073,ㄓㄨㄣˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,準 p2｜直接原頁字形驗證
YenRoundZuinnEG-Md,14590,˙ㄌㄜ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,了 p2｜直接原頁字形驗證
YenRoundZuinnEG-Md,14149,˙ㄅㄚ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,吧 p2｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14633,ㄌㄧㄡˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,六 p5｜直接原頁字形驗證
YenRoundZuinnEG-Bd,15351,ㄘㄨㄥˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,從 p5｜直接原頁字形驗證
YenRoundZuinnEG-Bd,15425,ㄠˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,奧 p5｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14209,ㄆㄚˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,怕 p5｜直接原頁字形驗證
YenRoundZuinnEG-Bd,15481,ㄧㄥˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,迎 p6｜直接原頁字形驗證
YenRoundZuinnEG-Bd,15302,ㄗㄨˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,足 p6｜直接原頁字形驗證
YenRoundZuinn2EG-Bd,14370,˙ㄈㄨ,使用者原頁人工確認（v1.6，2026-08-14）,依使用者逐頁核對 PDF 實際標示修正；不得由預期讀音反推。
YenRoundZuinnEG-Bd,15178,ㄕㄢˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,閃 p6｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14965,ㄑㄩˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,趣 p6｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14377,ㄉㄚˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,打 p6｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15011,ㄑㄧㄣ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,親 p13｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,14983,ㄐㄩㄣ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,均 p16｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15290,ㄖㄡˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,肉 p19｜直接原頁字形驗證
YenRoundZuinnEG-Md,14556,ㄋㄧㄢˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,年 p23｜直接原頁字形驗證
YenRoundZuinnEG-Md,14280,ㄇㄛˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,摩 p23｜直接原頁字形驗證
YenRoundZuinnEG-Md,14377,ㄉㄚˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,打 p23｜直接原頁字形驗證
YenRoundZuinnEG-Md,14935,ㄑㄧㄣ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,親 p24｜直接原頁字形驗證
YenRoundZuinnEG-Md,15444,ㄦˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,兒 p24｜直接原頁字形驗證
YenRoundZuinnEG-Md,14257,ㄆㄧㄢˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,片 p24｜直接原頁字形驗證
YenRoundZuinnEG-Md,14408,ㄉㄧㄠˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,掉 p24｜直接原頁字形驗證
LinGothicZuinnEG-Bd,14940,ㄑㄧㄤˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,強 p28｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14278,ㄇㄛ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,摸 p29｜直接原頁字形驗證
YenRoundZuinnEG-Md,15501,ㄨㄟˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,尾 p29｜直接原頁字形驗證
YenRoundZuinnEG-Md,14239,ㄆㄤˊ,v1.4 原頁圖像逐符號直接轉寫（高倍率覆核修正）,膀 p29｜直接原頁字形驗證｜隔離推測值有誤，已以原頁高倍率覆核修正
YenRoundZuinnEG-Bd,14483,ㄊㄧㄥˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,庭 p30｜直接原頁字形驗證
YenRoundZuinnEG-Md,14890,ㄐㄧㄤ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,將 p32｜直接原頁字形驗證
YenRoundZuinnEG-Md,14696,ㄍㄢ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,乾 p32｜直接原頁字形驗證
YenRoundZuinnEG-Md,14744,ㄎㄜ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,顆 p32｜直接原頁字形驗證
YenRoundZuinnEG-Md,15194,ㄕㄨ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,蔬 p33｜直接原頁字形驗證
YenRoundZuinnEG-Md,15464,ㄧㄡ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,優 p33｜直接原頁字形驗證
YenRoundZuinnEG-Md,14322,ㄇㄧㄢˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,眠 p33｜直接原頁字形驗證
YenRoundZuinnEG-Md,15302,ㄗㄨˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,足 p33｜直接原頁字形驗證
LinGothicZuinnEG-Bd,15021,ㄒㄩˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,許 p36｜直接原頁字形驗證
LinGothicZuinnEG-Bd,14810,ㄏㄠˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,號 p36｜直接原頁字形驗證
YenRoundZuinnEG-Bd,15038,ㄓㄠ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,招 p37｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15455,ㄙㄨㄢˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,算 p37｜直接原頁字形驗證
YenRoundZuinnEG-Md,14278,ㄇㄛ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,摸 p39｜直接原頁字形驗證
YenRoundZuinnEG-Md,14816,ㄏㄢˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,含 p39｜直接原頁字形驗證
YenRoundZuinn3EG-Md,14268,ㄕㄣˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,什 p39｜直接原頁字形驗證
YenRoundZuinn1EG-Md,14283,˙ㄇㄜ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,麼 p39｜直接原頁字形驗證
YenRoundZuinnEG-Md,14486,ㄊㄧˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,提 p40｜直接原頁字形驗證
YenRoundZuinnEG-Md,14634,ㄌㄧㄢˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,連 p40｜直接原頁字形驗證
YenRoundZuinnEG-Md,14873,ㄐㄧㄝˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,結 p40｜直接原頁字形驗證
YenRoundZuinnEG-Md,15011,ㄒㄩㄢˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,選 p40｜直接原頁字形驗證
YenRoundZuinnEG-Md,15369,ㄙㄡ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,搜 p40｜直接原頁字形驗證
YenRoundZuinnEG-Md,15014,ㄒㄩㄣˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,尋 p40｜直接原頁字形驗證
YenRoundZuinnEG-Md,15254,ㄖㄨˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,入 p40｜直接原頁字形驗證
LinGothicZuinnEG-Md,14163,ㄅㄟˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,北 p43｜直接原頁字形驗證
LinGothicZuinnEG-Md,15034,ㄓㄞˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,宅 p43｜直接原頁字形驗證
LinGothicZuinnEG-Md,15474,ㄧㄣˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,引 p43｜直接原頁字形驗證
LinGothicZuinnEG-Md,15508,ㄨㄣˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,聞 p43｜直接原頁字形驗證
LinGothicZuinnEG-Md,15169,ㄕㄠ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,燒 p43｜直接原頁字形驗證
LinGothicZuinnEG-Md,14942,ㄑㄧㄤˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,嗆 p43｜直接原頁字形驗證
LinGothicZuinnEG-Md,14849,ㄏㄨㄣ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,昏 p43｜直接原頁字形驗證
LinGothicZuinnEG-Md,15527,ㄩㄢˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,院 p43｜直接原頁字形驗證
LinGothicZuinnEG-Bd,15034,ㄓㄞˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,宅 p43｜直接原頁字形驗證
LinGothicZuinnEG-Bd,15254,ㄖㄨˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,入 p43｜直接原頁字形驗證
YenRoundZuinnEG-Bd,15117,ㄔㄤˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,場 p45｜直接原頁字形驗證
YenRoundZuinn1EG-Bd,15039,ㄓㄠˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,著 p48｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14853,ㄏㄨㄤ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,慌 p48｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14940,ㄑㄧㄤˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,強 p49｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14273,ㄇㄚ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,媽 p50｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14456,ㄊㄡˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,頭 p50｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15026,ㄑㄩˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,取 p53｜直接原頁字形驗證
YenRoundZuinnEG-Bd,15034,ㄓㄞˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,宅 p53｜直接原頁字形驗證
LinGothicZuinnEG-Bd,15367,ㄙㄠˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,掃 p54｜直接原頁字形驗證
LinGothicZuinnEG-Bd,14583,ㄌㄚ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,拉 p54｜直接原頁字形驗證
LinGothicZuinnEG-Bd,15118,ㄔㄤˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,倡 p56｜直接原頁字形驗證
LinGothicZuinnEG-Bd,14387,ㄉㄠˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,導 p56｜直接原頁字形驗證
LinGothicZuinnEG-Bd,15469,ㄧㄢˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,言 p56｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15187,ㄔㄤˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,倡 p56｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14790,ㄎㄨㄥ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,空 p60｜直接原頁字形驗證
YenRoundZuinnEG-Bd,15269,ㄗㄠˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,造 p60｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14804,ㄏㄞˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,害 p60｜直接原頁字形驗證
YenRoundZuinnEG-Md,15461,ㄧㄠˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,搖 p63｜直接原頁字形驗證
YenRoundZuinnEG-Md,15474,ㄧㄣˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,飲 p63｜直接原頁字形驗證
YenRoundZuinnEG-Md,14209,ㄆㄚˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,帕 p63｜直接原頁字形驗證
YenRoundZuinn1EG-Md,14715,ㄍㄨㄛˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,過 p63｜直接原頁字形驗證
YenRoundZuinnEG-Md,15518,ㄨˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,無 p63｜直接原頁字形驗證
YenRoundZuinnEG-Md,14253,ㄆㄧㄠˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,票 p63｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,14931,ㄏㄨㄣˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,混 p65｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15216,ㄔㄨㄤˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,創 p66｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15419,ㄙ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,思 p68｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14494,ㄊㄨㄟ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,推 p74｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14685,ㄍㄜˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,各 p75｜直接原頁字形驗證
YenRoundZuinn1EG-Bd,14892,ㄐㄧㄤ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,將 p78｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,14909,ㄏㄨˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,虎 p79｜直接原頁字形驗證
YenRoundZuinnEG-Md,14810,ㄏㄠˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,號 p82｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15260,ㄕㄥˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,勝 p84｜直接原頁字形驗證
YenRoundZuinnEG-Md,15351,ㄘㄨㄥˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,從 p85｜直接原頁字形驗證
YenRoundZuinnEG-Md,14985,ㄒㄧㄢˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,險 p85｜直接原頁字形驗證
YenRoundZuinnEG-Md,14641,ㄌㄧㄤˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,兩 p86｜直接原頁字形驗證
YenRoundZuinnEG-Md,14475,ㄊㄧㄠˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,條 p86｜直接原頁字形驗證
YenRoundZuinnEG-Md,14964,ㄑㄩˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,取 p86｜直接原頁字形驗證
YenRoundZuinnEG-Md,14683,ㄍㄜˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,格 p86｜直接原頁字形驗證
YenRoundZuinnEG-Md,14198,ㄅㄧㄥˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,並 p86｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15217,ㄔㄨㄤˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,闖 p88｜直接原頁字形驗證
YenRoundZuinnEG-Md,14432,ㄉㄨㄣ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,蹲 p88｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14432,ㄉㄨㄣ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,蹲 p88｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14827,ㄏㄥˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,橫 p89｜直接原頁字形驗證
YenRoundZuinnEG-Bd,15367,ㄙㄠˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,掃 p89｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14397,ㄉㄤˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,盪 p90｜直接原頁字形驗證
ZhuYinNREG-Md,15052,ㄓㄤ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,張 p92｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15063,ㄒㄧㄣˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,信 p94｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14345,ㄈㄟˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,費 p94｜直接原頁字形驗證
YenRoundZuinn1EG-Bd,14964,ㄑㄩˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,曲 p94｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14170,ㄅㄢ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,頒 p100｜直接原頁字形驗證
YenRoundZuinnEG-Md,14665,ㄌㄨㄥˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,攏 p107｜直接原頁字形驗證
YenRoundZuinn1EG-Md,14792,ㄎㄨㄥˋ,使用者原頁人工確認（2026-08-14）＋跨冊回歸修正 v2.2,三下 P106「空隙」的「空」課本實際標 ㄎㄨㄥˋ；舊 v1.4 直接轉寫誤記為 ㄎㄨㄥ。此 glyph 在目前回歸資料僅出現此位置。
YenRoundZuinnEG-Md,14203,ㄅㄨˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,不 p107｜直接原頁字形驗證
LinGothicZuinnEG-Bd,14432,ㄉㄨㄣ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,蹲 p111｜直接原頁字形驗證
LinGothicZuinnEG-Bd,14486,ㄊㄧˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,提 p111｜直接原頁字形驗證
LinGothicZuinnEG-Bd,15381,ㄙㄨㄛ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,縮 p111｜直接原頁字形驗證
ZhuYinNREG-Md,15409,ㄛ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,喔 p112｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15021,ㄑㄧㄥˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,慶 p113｜直接原頁字形驗證
YenRoundZuinnEG-Lt,15073,ㄓㄨㄣˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,準 p123｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14685,ㄍㄜˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,各 p123｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14200,ㄅㄧˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,比 p123｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14194,ㄅㄧㄣ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,賓 p123｜直接原頁字形驗證
YenRoundZuinnEG-Lt,15055,ㄓㄥ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,爭 p124｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14964,ㄑㄩˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,取 p124｜直接原頁字形驗證
YenRoundZuinn2EG-Lt,15062,ㄓㄨㄛˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,著 p124｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14508,ㄊㄨㄥˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,統 p124｜直接原頁字形驗證
YenRoundZuinnEG-Lt,15117,ㄔㄤˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,場 p124｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15450,ㄙㄨㄟ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,雖 p143｜直接原頁字形驗證
LinGothicZuinnEG-Bd,14362,ㄈㄤˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,放 p154｜直接原頁字形驗證
LinGothicZuinn1EG-Bd,14870,ㄐㄧㄚˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,假 p154｜直接原頁字形驗證
LinGothicZuinn1EG-Bd,14818,ㄏㄢˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,和 p154｜直接原頁字形驗證
LinGothicZuinnEG-Bd,15168,ㄕㄟˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,誰 p154｜直接原頁字形驗證
LinGothicZuinn3EG-Bd,14268,ㄕㄣˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,什 p154｜直接原頁字形驗證
LinGothicZuinn1EG-Bd,14283,˙ㄇㄜ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,麼 p154｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14890,ㄐㄧㄤ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,將 p157｜直接原頁字形驗證
YenRoundZuinnEG-Lt,15470,ㄧㄢˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,眼 p157｜直接原頁字形驗證
YenRoundZuinnEG-Lt,15539,ㄩˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,與 p157｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14148,ㄅㄚ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,巴 p157｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14486,ㄊㄧˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,提 p157｜直接原頁字形驗證
YenRoundZuinn1EG-Lt,14818,ㄏㄢˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,和 p158｜直接原頁字形驗證
YenRoundZuinnEG-Lt,15462,ㄧㄠˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,咬 p158｜直接原頁字形驗證
YenRoundZuinnEG-Lt,15271,ㄗㄡˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,走 p158｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14203,ㄅㄨˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,不 p158｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14831,ㄏㄨㄚˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,滑 p158｜直接原頁字形驗證
YenRoundZuinnEG-Lt,14387,ㄉㄠˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,倒 p158｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14170,ㄅㄢ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,般 p162｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14215,ㄆㄞ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,拍 p162｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14583,ㄌㄚ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,拉 p162｜直接原頁字形驗證
YenRoundZuinn1EG-Bd,14818,ㄏㄢˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,和 p162｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14839,ㄏㄨㄞˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,踝 p162｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14470,ㄊㄧ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,踢 p162｜直接原頁字形驗證
ZhuYinNREG-Md,15444,ㄦˊ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,兒 p169｜直接原頁字形驗證
YenRoundZuinnEG-Bd,14257,ㄆㄧㄢˋ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,片 p170｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,15265,ㄕㄨˇ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,署 p170｜直接原頁字形驗證
DFPBiaoKai-W5-ZhuIn-BFW,14988,ㄑㄧ,v1.4 原頁圖像逐符號直接轉寫（剩餘未解碼批次）,七 p172｜直接原頁字形驗證
DFPBiaoKai-W5-PoIn1-BFW,14125,˙ㄚ,v1.4 L02 原頁高倍率逐符號覆核,啊 p1
DFPBiaoKai-W5-PoIn1-BFW,14943,ㄐㄧˋ,v1.4 L02 原頁高倍率逐符號覆核,繫 p8/p9
DFPBiaoKai-W5-PoIn1-BFW,14167,ㄧˋ,v1.4 L02 原頁高倍率逐符號覆核,誼 p17
DFPBiaoKai-W5-PoIn1-BFW,14870,ㄎㄨㄥˋ,使用者原頁人工確認（v1.8.1，2026-08-14）,L02 課本P43「空格中」的「空」原頁實際標ㄎㄨㄥˋ；v1.8 的ㄎㄨㄥ為解碼映射誤讀，已修正。
ZhuYinNREG-Md,14689,ㄍㄟˇ,v1.4 目次原頁高倍率逐符號覆核,給 p1
DFPBiaoKai-W5-ZhuIn-BFW,14401,ㄇㄢˋ,v1.4 目次原頁高倍率逐符號覆核,蔓 p1
YenRoundZuinnEG-Md,14682,ㄍㄜˋ,v1.4 目次原頁高倍率逐符號覆核,個 p1
YenRoundZuinnEG-Md,14395,ㄉㄤ,v1.4 目次原頁高倍率逐符號覆核,當 p1
YenRoundZuinnEG-Md,14663,ㄌㄨㄣˋ,v1.4 目次原頁高倍率逐符號覆核,論 p1
YenRoundZuinnEG-Md,14389,ㄉㄡ,v1.4 目次原頁高倍率逐符號覆核,都 p1
YenRoundZuinnEG-Md,14342,ㄈㄟ,v1.4 目次原頁高倍率逐符號覆核,非 p1
YenRoundZuinnEG-Md,14922,ㄑㄧㄝˇ,v1.4 目次原頁高倍率逐符號覆核,且 p1
YenRoundZuinnEG-Md,15478,ㄧㄤˇ,v1.4 目次原頁高倍率逐符號覆核,養 p1
YenRoundZuinnEG-Md,14640,ㄌㄧㄤˊ,v1.4 目次原頁高倍率逐符號覆核,良 p1
YenRoundZuinnEG-Md,14581,ㄋㄩˇ,v1.4 目次原頁高倍率逐符號覆核,女 p2
YenRoundZuinnEG-Md,14887,ㄐㄧㄣ,v1.4 目次原頁高倍率逐符號覆核,斤 p3
YenRoundZuinnEG-Md,15089,ㄔㄚˊ,v1.4 目次原頁高倍率逐符號覆核,查 p3
