rule_id,priority,mode,target_char,phrase,expected_reading,excluded_phrases,source,source_url,note,pdf_contains,evidence_level
HB-NOTE-045,10100,exact,思,意思,˙ㄙ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-046,10100,exact,朵,耳朵,˙ㄉㄨㄛ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-047,10100,exact,生,先生,ㄕㄥ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-048,10100,exact,道,地道,ㄉㄠˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-049,10100,exact,訴,告訴,ㄙㄨˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-050,10100,exact,海,四海,ㄏㄞˇ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-051,10100,exact,弟,兄弟,ㄉㄧˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-052,10100,exact,家,人家,ㄐㄧㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-053,10100,exact,水,下水,ㄕㄨㄟˇ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-054,10100,exact,事,故事,ㄕˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-055,10100,exact,字,名字,ㄗˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-056,10100,exact,氣,客氣,ㄑㄧˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-057,10100,exact,係,沒關係,ㄒㄧˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-058,10100,exact,角,犄角,ㄐㄧㄠˇ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-059,10100,exact,來,回來,ㄌㄞˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-060,10100,exact,來,下來,ㄌㄞˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-061,10100,exact,去,回去,ㄑㄩˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-062,10100,exact,去,下去,ㄑㄩˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-063,10100,exact,巴,泥巴,ㄅㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-064,10100,exact,巴,結巴,ㄅㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-065,10100,exact,巴,啞巴,ㄅㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-066,10100,exact,達,遛達,˙ㄉㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-067,10100,exact,瘩,疙瘩,ㄉㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-068,10100,exact,萄,葡萄,ㄊㄠˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-069,10100,exact,璃,玻璃,ㄌㄧˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-070,10100,exact,杷,枇杷,ㄆㄚˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-071,10100,exact,莉,茉莉,ㄌㄧˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-072,10100,exact,瑰,玫瑰,ㄍㄨㄟ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-073,10100,exact,唆,囉唆,ㄙㄨㄛ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-074,10100,exact,飩,餛飩,ㄉㄨㄣˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-075,10100,exact,蘆,葫蘆,ㄌㄨˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-076,10100,exact,叭,喇叭,ㄅㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-077,10100,exact,服,衣服,ㄈㄨˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-078,10100,exact,毛,眉毛,ㄇㄠˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-079,10100,exact,甲,指甲,ㄐㄧㄚˇ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-080,10100,exact,袋,腦袋,ㄉㄞˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-081,10100,exact,腐,豆腐,ㄈㄨˇ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-082,10100,exact,結,巴結,ㄐㄧㄝˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-083,10100,exact,蠅,蒼蠅,ㄧㄥˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-084,10100,exact,狸,狐狸,ㄌㄧˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-085,10100,exact,縫,裁縫,ㄈㄥˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-086,10100,exact,發,打發,ㄈㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-087,10100,exact,氣,秀氣,ㄑㄧˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-088,10100,exact,麻,芝麻,ㄇㄚˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-089,10100,exact,花,棉花,ㄏㄨㄚ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-090,10100,exact,鬧,熱鬧,ㄋㄠˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-091,10100,exact,稼,莊稼,ㄐㄧㄚˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-092,10100,exact,糊,迷糊,ㄏㄨˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-093,10100,exact,量,商量,ㄌㄧㄤˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-094,10100,exact,皮,俏皮,ㄆㄧˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-095,10100,exact,伶,機伶,ㄌㄧㄥˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-096,10100,exact,費,破費,ㄈㄟˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-097,10100,exact,騰,折騰,ㄊㄥˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-098,10100,exact,情,敢情,ㄑㄧㄥˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-099,10100,exact,囊,窩囊,ㄋㄤˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-100,10100,exact,條,苗條,ㄊㄧㄠˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-101,10100,exact,服,舒服,ㄈㄨˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-102,10100,exact,帚,掃帚,ㄓㄡˇ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-103,10100,exact,亮,漂亮,ㄌㄧㄤˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-104,10100,exact,夫,大夫,ㄈㄨ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-105,10100,exact,膊,胳膊,ㄅㄛˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-106,10100,exact,分,部分,ㄈㄣˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-107,10100,exact,個,個個,ㄍㄜˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊輕聲區／本調區直接列示。,,handbook_highest
HB-NOTE-ETOU-1,10100,exact,頭,額頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊同頁亦另列額頭ㄊㄡˊ，故保留衝突供人工判斷。,,handbook_highest
HB-NOTE-ETOU-2,10100,exact,頭,額頭,ㄊㄡˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊同頁亦另列額頭輕聲，故保留衝突供人工判斷。,,handbook_highest
HB-NOTE-DONGXI-1,10100,exact,西,東西,ㄒㄧ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜指東邊與西邊。,,handbook_highest
HB-NOTE-DONGXI-2,10100,exact,西,東西,˙ㄒㄧ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜指物品。,,handbook_highest
HB-NOTE-YIFENZI-FEN,10100,exact,分,一分子,ㄈㄣˋ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊本調區列示一分子（ㄈㄣˋ ㄗˇ）。,,handbook_highest
HB-NOTE-YIFENZI-ZI,10100,exact,子,一分子,ㄗˇ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊本調區列示一分子（ㄈㄣˋ ㄗˇ）。,,handbook_highest
HB-NOTE-PIANYI-BIAN,10100,exact,便,便宜,ㄆㄧㄢˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊本調區列示便宜（ㄆㄧㄢˊ ㄧˊ）。,,handbook_highest
HB-NOTE-PIANYI-YI,10100,exact,宜,便宜,ㄧˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊本調區列示便宜（ㄆㄧㄢˊ ㄧˊ）。,,handbook_highest
HB-NOTE-GUTOU-GU,10100,exact,骨,骨頭,ㄍㄨˊ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊列骨（ㄍㄨˊ）頭（輕聲）。,,handbook_highest
HB-NOTE-GUTOU-TOU,10100,exact,頭,骨頭,˙ㄊㄡ,,統一用字手冊113.10.04.docx,,翰林國語科注音記要－輕聲區／本調區｜手冊列骨（ㄍㄨˊ）頭（輕聲）。,,handbook_highest
USER-3D-DONGXI-P27,10200,exact,西,東西在翻滾,˙ㄒㄧ,,使用者人工確認（2026-08-14）,,P27物品義「東西」，以較長現版詞境消除手冊同形詞兩義衝突。,03-115國小健體3下課本-L02-三審,user_truth
USER-3D-DONGXI-P32,10200,exact,西,吃東西,˙ㄒㄧ,,使用者人工確認（2026-08-14）,,P32「吃東西」為物品義，西讀輕聲。,03-115國小健體3下課本-L02-三審,user_truth
USER-3D-DONGXI-P62,10200,exact,西,買東西,˙ㄒㄧ,,使用者人工確認（2026-08-14）,,P62「買東西」為物品義，西讀輕聲。,05-115國小健體3下課本-L04-三審,user_truth
USER-3D-FUBU-FENWEI-P28,10200,exact,分,腹部分為,ㄈㄣ,,使用者人工確認（2026-08-14）,,P28課文結構為「腹部／分為」；較長詞境優先於內部字串「部分」。,03-115國小健體3下課本-L02-三審,user_truth
